Provincia,Partido,Localidad,Link Indec, ADSL , CABLEMODEM , DIAL UP , FIBRA OPTICA , OTROS , SATELITAL , WIMAX , WIRELESS , Total general 
MISIONES,Leandro N. Alem,Almafuerte,54070010, -   , -   , -   , -   , 1 , -   , -   , 2 , 3 
MISIONES,Leandro N. Alem,Arroyo del Medio,54070020, -   , -   , -   , -   , -   , -   , -   , 2 , 2 
MISIONES,Leandro N. Alem,Caá - Yarí,54070030, -   , -   , -   , -   , -   , -   , -   , 1 , 1 
MISIONES,Leandro N. Alem,Cerro Azul,54070040, -   , 314 , -   , 10 , 15 , 2 , -   , 131 , 472 
MISIONES,Leandro N. Alem,Dos Arroyos,54070050, -   , -   , -   , 2 , -   , -   , -   , -   , 2 
MISIONES,Leandro N. Alem,Gobernador López,54070060, -   , -   , -   , -   , 20 , -   , -   , -   , 20 
MISIONES,Leandro N. Alem,Leandro N. Alem,54070070, 473 , 3.515 , -   , 2 , 127 , -   , -   , -   , 4.117 
MISIONES,Leandro N. Alem,Olegario V. Andrade,54070080, -   , -   , -   , -   , -   , -   , -   , 7 , 7 
MISIONES,Leandro N. Alem,Villa Libertad (Municipio Leandro N. Alem),54070090, -   , 60 , -   , -   , -   , -   , -   , -   , 60 
MISIONES,Libertador Grl. San Martín,Capioví,54077010, 214 , 554 , -   , -   , -   , 1 , -   , 597 , 1.366 
MISIONES,Libertador Grl. San Martín,El Alcázar,54077020, -   , -   , -   , -   , -   , 1 , -   , -   , 1 
MISIONES,Libertador Grl. San Martín,Garuhapé,54077030, 43 , 779 , -   , -   , -   , 1 , -   , 42 , 865 
MISIONES,Libertador Grl. San Martín,Puerto Leoni,54077050, -   , -   , -   , -   , -   , -   , -   , 363 , 363 
MISIONES,Libertador Grl. San Martín,Puerto Rico,54077060, 3.543 , 1.640 , -   , -   , -   , -   , -   , 67 , 5.250 
MISIONES,Libertador Grl. San Martín,Ruiz de Montoya,54077070, 2 , 297 , -   , -   , -   , 1 , -   , 48 , 348 
MISIONES,Libertador Grl. San Martín,San Miguel,54077100, 1 , -   , -   , -   , -   , -   , -   , -   , 1 
MISIONES,Montecarlo,Montecarlo,54084030, 820 , 177 , -   , 2.781 , -   , -   , -   , -   , 3.778 
MISIONES,Montecarlo,Puerto Piray,54084050, 283 , -   , -   , -   , -   , 2 , -   , -   , 285 
MISIONES,Montecarlo,Taruma,54084060, -   , -   , -   , -   , -   , 1 , -   , -   , 1 
MISIONES,Oberá,Alberdi,54091010, -   , -   , -   , 23 , -   , -   , -   , 2 , 25 
MISIONES,Oberá,Campo Ramón,54091020, -   , 324 , -   , 12 , 15 , 1 , -   , -   , 352 
MISIONES,Oberá,Campo Viera,54091030, -   , -   , -   , 359 , -   , -   , -   , 352 , 711 
MISIONES,Oberá,General Alvear,54091050, -   , -   , -   , 9 , -   , -   , -   , -   , 9 
MISIONES,Oberá,Guaraní,54091060, 4 , -   , -   , 22 , -   , -   , -   , -   , 26 
MISIONES,Oberá,Los Helechos,54091070, -   , -   , -   , 20 , 20 , -   , -   , -   , 40 
MISIONES,Oberá,Oberá,54091080, 1.766 , 385 , -   , 2.805 , 1 , -   , -   , 6 , 4.963 
MISIONES,Oberá,Panambí,54091090, -   , -   , -   , 21 , -   , -   , -   , -   , 21 
MISIONES,Oberá,Panambi Kilómetro 15,54091105, -   , -   , -   , -   , 50 , -   , -   , -   , 50 
MISIONES,Oberá,Panambí Kilómetro 8,54091100, -   , -   , -   , 24 , 50 , -   , -   , -   , 74 
MISIONES,Oberá,San Martín,54091110, -   , -   , -   , 7 , -   , -   , -   , 1 , 8 
MISIONES,Oberá,Villa Bonita,54091120, -   , 24 , -   , 12 , -   , -   , -   , -   , 36 
MISIONES,OTROS,OTROS,Sin Datos, -   , -   , -   , -   , 4.697 , -   , -   , -   , 4.697 
MISIONES,San Ignacio,Gobernador Roca,54098050, 180 , -   , -   , -   , -   , 2 , -   , 523 , 705 
MISIONES,San Ignacio,Helvecia,54098060, -   , -   , -   , -   , -   , -   , -   , 92 , 92 
MISIONES,San Ignacio,Hipólito Yrigoyen,54098070, -   , -   , -   , -   , -   , -   , -   , 461 , 461 
MISIONES,San Ignacio,Jardín América,54098080, 338 , -   , -   , 2.845 , -   , -   , -   , 2.223 , 5.406 
MISIONES,San Ignacio,San Ignacio,54098110, 375 , -   , -   , -   , -   , 1 , -   , 958 , 1.334 
MISIONES,San Ignacio,Santo Pipó,54098120, 178 , -   , -   , -   , -   , -   , -   , 420 , 598 
MISIONES,San Ignacio,Colonia Polana,54098010, -   , -   , -   , -   , -   , -   , -   , 46 , 46 
MISIONES,San Ignacio,Corpus,54098020, -   , -   , -   , -   , -   , -   , -   , 799 , 799 
MISIONES,San Ignacio,General Urquiza,54098040, -   , -   , -   , -   , -   , -   , -   , 126 , 126 
MISIONES,San Ignacio,Oasis,54098090, -   , -   , -   , -   , -   , -   , -   , 214 , 214 
MISIONES,San Ignacio,Roca Chica,54098100, -   , -   , -   , -   , -   , -   , -   , 293 , 293 
MISIONES,San Javier,Florentino Ameghino,54105010, -   , -   , -   , -   , 60 , -   , -   , -   , 60 
MISIONES,San Javier,Itacaruaré,54105020, -   , 95 , -   , -   , -   , -   , -   , -   , 95 
MISIONES,San Javier,Mojón Grande,54105030, -   , -   , -   , -   , 35 , -   , -   , -   , 35 
MISIONES,San Javier,San Javier,54105040, -   , 1.302 , -   , 5 , 40 , 3 , -   , 400 , 1.750 
MISIONES,San Pedro,Cruce Caballero,54112010, -   , -   , -   , 34 , -   , -   , -   , -   , 34 
MISIONES,San Pedro,OTROS,Sin Datos, -   , -   , -   , -   , 15 , -   , -   , -   , 15 
MISIONES,San Pedro,Paraíso,54112020, -   , -   , -   , 198 , 8 , -   , -   , 32 , 238 
MISIONES,San Pedro,Piñalito Sur,54112030, -   , -   , -   , 26 , -   , -   , -   , 2 , 28 
MISIONES,San Pedro,San Pedro,54112040, -   , 1.136 , -   , 864 , -   , -   , -   , 869 , 2.869 
MISIONES,San Pedro,Tobuna,54112050, -   , -   , -   , 14 , -   , -   , -   , 2 , 16 
NEUQUEN,Aluminé,Aluminé,58007010, -   , 860 , -   , 200 , -   , 2 , -   , 122 , 1.184 
NEUQUEN,Aluminé,Moquehue,58007015, -   , -   , -   , -   , -   , -   , -   , 248 , 248 
NEUQUEN,Aluminé,Villa Pehuenia,58007020, 3 , -   , 1 , -   , -   , 3 , -   , 770 , 777 
NEUQUEN,Añelo,Añelo,58014010, -   , 3 , -   , 348 , -   , 15 , -   , 366 , 732 
NEUQUEN,Añelo,San Patricio del Chañar,58014020, -   , 804 , -   , 1.380 , -   , 2 , -   , 212 , 2.398 
NEUQUEN,Catan LilL,Las Coloradas,58021010, -   , -   , 2 , -   , -   , 1 , -   , 61 , 64 
NEUQUEN,Chos Malal,Chos Malal,58042010, 348 , -   , 7 , 290 , -   , 4 , 92 , 385 , 1.126 
NEUQUEN,Chos Malal,Tricao Malal,58042020, -   , -   , -   , -   , -   , -   , -   , 44 , 44 
NEUQUEN,Collón Curá,Piedra del Águila,58028010, -   , -   , 1 , -   , -   , 2 , -   , -   , 3 
NEUQUEN,Collón Curá,Santo Tomás,58028020, -   , -   , -   , -   , -   , 1 , -   , -   , 1 
NEUQUEN,Confluencia,Arroyito,58035010, -   , -   , -   , -   , -   , -   , -   , 22 , 22 
NEUQUEN,Confluencia,Centenario,58035030, 2.121 , 2.293 , -   , 2.846 , -   , 3 , -   , 572 , 7.835 
NEUQUEN,Confluencia,Cutral Có,58035040, 4.563 , -   , 57 , 2 , -   , 3 , -   , 4.260 , 8.885 
NEUQUEN,Confluencia,El Chocón,58035050, -   , -   , -   , -   , -   , 1 , -   , 249 , 250 
NEUQUEN,Confluencia,Mari Menuco,58035060, -   , -   , -   , -   , -   , -   , -   , 100 , 100 
NEUQUEN,Confluencia,Neuquén,58035070, 3.844 , 61.774 , 325 , 22.386 , 164 , 39 , 2 , 2.238 , 90.772 
NEUQUEN,Confluencia,OTROS,Sin Datos, -   , -   , -   , -   , -   , 3 , -   , -   , 3 
NEUQUEN,Confluencia,Plaza Huincul,58035090, -   , -   , -   , -   , -   , 2 , -   , 1.422 , 1.424 
NEUQUEN,Confluencia,Plottier,58035100, 2.357 , 2.903 , -   , 380 , 10 , 2 , -   , 4.357 , 10.009 
NEUQUEN,Confluencia,Senillosa,58035110, -   , -   , -   , 456 , -   , 2 , -   , 1.405 , 1.863 
NEUQUEN,Confluencia,Villa El Chocón,58035120, -   , -   , 1 , -   , 6 , -   , -   , 248 , 255 
NEUQUEN,Confluencia,Vista Alegre Norte,58035130, 176 , -   , -   , 330 , -   , -   , -   , 5 , 511 
NEUQUEN,Confluencia,Vista Alegre Sur,58035140, 120 , -   , -   , 325 , -   , 1 , -   , -   , 446 
NEUQUEN,Confluencia,11 de Octubre,58035080, 32 , -   , -   , 418 , -   , -   , -   , -   , 450 
NEUQUEN,Confluencia,Barrio Ruca Luhé,58035020, -   , -   , -   , 8 , -   , -   , -   , -   , 8 
NEUQUEN,Huiliches,Junín de los Andes,58049010, 323 , 1.956 , 1 , 1.826 , -   , 2 , -   , 1.398 , 5.506 
NEUQUEN,Lácar,San Martín de los Andes,58056010, 5.572 , 1.687 , -   , 7.618 , -   , 5 , -   , 842 , 15.724 
NEUQUEN,Lácar,Villa Lago Meliquina,58056020, 22 , -   , -   , 9 , -   , -   , -   , 443 , 474 
NEUQUEN,Loncopué,Chorriaca,58063010, -   , -   , -   , -   , -   , 1 , -   , 60 , 61 
NEUQUEN,Loncopué,Loncopué,58063020, -   , 972 , 1 , 239 , -   , 7 , -   , 95 , 1.314 
NEUQUEN,Los Lagos,Villa La Angostura,58070010, 1.154 , -   , 8 , 351 , -   , 3 , -   , 236 , 1.752 
NEUQUEN,Los Lagos,Villa Traful,58070020, -   , -   , -   , -   , -   , 3 , -   , -   , 3 
NEUQUEN,Minas,Andacollo,58077010, -   , -   , 1 , 1 , -   , 2 , -   , 246 , 250 
NEUQUEN,Minas,Huinganco,58077020, -   , -   , 1 , -   , -   , 1 , -   , 82 , 84 
NEUQUEN,Minas,Las Ovejas,58077030, -   , -   , -   , -   , -   , -   , -   , 165 , 165 
NEUQUEN,Minas,Varvarco,58077060, -   , -   , -   , -   , -   , -   , -   , 27 , 27 
NEUQUEN,Minas,Villa Del Nahueve,58077070, -   , -   , -   , -   , -   , -   , -   , 15 , 15 
NEUQUEN,Minas,Manzano Amargo,58077050, -   , -   , -   , -   , -   , -   , -   , 10 , 10 
NEUQUEN,Ñorquín,Caviahué,58084010, -   , -   , 1 , -   , -   , 3 , -   , 179 , 183 
NEUQUEN,Ñorquín,Copahue,58084020, -   , -   , -   , -   , -   , -   , -   , 22 , 22 
NEUQUEN,Ñorquín,El Cholar,58084030, -   , -   , -   , -   , -   , 1 , -   , 126 , 127 
NEUQUEN,Ñorquín,El Huecú,58084040, -   , -   , -   , -   , -   , 4 , -   , 235 , 239 
NEUQUEN,Ñorquín,Taquimilán,58084050, -   , -   , -   , -   , -   , -   , -   , 44 , 44 
NEUQUEN,Pehuenches,Barrancas,58091010, -   , -   , -   , -   , -   , -   , 58 , -   , 58 
NEUQUEN,Pehuenches,Buta Ranquil,58091020, -   , -   , -   , -   , -   , 3 , -   , -   , 3 
NEUQUEN,Pehuenches,Rincón de los Sauces,58091040, 690 , 46 , 5 , 558 , 3 , 6 , -   , 382 , 1.690 
NEUQUEN,Picún Leufú,Picún Leufú,58098020, -   , -   , -   , -   , -   , 2 , -   , 301 , 303 
NEUQUEN,Picunches,Bajada del Agrio,58105010, -   , -   , -   , -   , -   , -   , -   , -   , -   
NEUQUEN,Picunches,Las Lajas,58105030, -   , -   , 2 , -   , -   , 2 , -   , -   , 4 
NEUQUEN,Zapala,Mariano Moreno,58112020, 18 , -   , 1 , -   , -   , 2 , -   , 55 , 76 
NEUQUEN,Zapala,Zapala,58112040, 2.733 , -   , 24 , 1.606 , -   , 1 , -   , 2.311 , 6.675 
NEUQUEN,Zapala,Los Catutos,58112010, -   , -   , -   , -   , -   , -   , -   , 27 , 27 
RIO NEGRO,25 de Mayo,Aguada de Guerra,62091010, -   , -   , -   , -   , -   , -   , -   , 8 , 8 
RIO NEGRO,25 de Mayo,Clemente Onelli,62091020, -   , -   , -   , 30 , -   , -   , -   , -   , 30 
RIO NEGRO,25 de Mayo,Colan Conhue,62091030, -   , -   , -   , -   , -   , 2 , -   , -   , 2 
RIO NEGRO,25 de Mayo,El Caín,62091040, -   , -   , -   , -   , -   , 2 , -   , -   , 2 
RIO NEGRO,25 de Mayo,Ingeniero Jacobacci,62091050, 197 , -   , 3 , 797 , -   , 2 , -   , 397 , 1.396 
RIO NEGRO,25 de Mayo,Los Menucos,62091060, -   , -   , -   , -   , -   , 2 , -   , 51 , 53 
RIO NEGRO,25 de Mayo,Maquinchao,62091070, -   , -   , -   , -   , -   , 4 , -   , 255 , 259 
RIO NEGRO,25 de Mayo,Pilquiniyeu,62091090, -   , -   , -   , -   , -   , 1 , -   , -   , 1 
RIO NEGRO,9 de Julio,Comicó,62049010, -   , -   , -   , -   , -   , 2 , -   , -   , 2 
RIO NEGRO,9 de Julio,Cona Niyeu,62049020, -   , -   , -   , -   , -   , 2 , -   , -   , 2 
RIO NEGRO,9 de Julio,Ministro Ramos Mexía,62049030, -   , -   , -   , 6 , -   , 1 , -   , 150 , 157 
RIO NEGRO,9 de Julio,Prahuaniyeu,62049040, -   , -   , -   , -   , -   , 1 , -   , -   , 1 
RIO NEGRO,9 de Julio,Sierra Colorada,62049050, -   , -   , -   , 7 , -   , 1 , -   , 40 , 48 
RIO NEGRO,9 de Julio,Yaminué,62049070, -   , -   , -   , -   , -   , -   , -   , 2 , 2 
RIO NEGRO,9 de Julio,Treneta,62049060, -   , -   , -   , -   , -   , -   , -   , 2 , 2 
RIO NEGRO,Adolfo Alsina,El Cóndor,62007020, -   , -   , -   , -   , -   , -   , -   , 592 , 592 
RIO NEGRO,Adolfo Alsina,Guardia Mitre,62007040, -   , -   , -   , 67 , -   , 2 , -   , 150 , 219 
RIO NEGRO,Adolfo Alsina,San Javier,62007080, -   , -   , -   , -   , -   , 1 , -   , 330 , 331 
RIO NEGRO,Adolfo Alsina,Viedma,62007090, 1.899 , 2.547 , 84 , 10.701 , 1 , 4 , -   , 253 , 15.489 
RIO NEGRO,Avellaneda,Chimpay,62014030, -   , -   , -   , 14 , -   , 3 , -   , -   , 17 
RIO NEGRO,Avellaneda,Choele Choel,62014040, 345 , 447 , 1 , 1.395 , -   , 1 , -   , 16 , 2.205 
RIO NEGRO,Avellaneda,Coronel Belisle,62014050, -   , -   , -   , 272 , -   , 1 , -   , 4 , 277 
RIO NEGRO,Avellaneda,Darwin,62014060, -   , -   , -   , 182 , -   , 1 , -   , 1 , 184 
RIO NEGRO,Avellaneda,Lamarque,62014070, -   , 1.583 , 1 , 307 , -   , 1 , -   , 24 , 1.916 
RIO NEGRO,Avellaneda,Luis Beltrán,62014080, -   , 622 , 1 , 1.213 , -   , 2 , -   , 40 , 1.878 
RIO NEGRO,Avellaneda,Pomona,62014090, -   , 262 , -   , -   , -   , 5 , -   , 1 , 268 
RIO NEGRO,Bariloche,El Bolsón,62021030, 1.800 , 266 , -   , 3.181 , -   , 2 , -   , 1.160 , 6.409 
RIO NEGRO,Bariloche,Rio Villegas,62021050, -   , -   , -   , -   , -   , 6 , -   , -   , 6 
RIO NEGRO,Bariloche,San Carlos de Bariloche,62021060, 6.840 , 3.427 , 202 , 25.433 , 15.003 , 4 , -   , 2.005 , 52.914 
RIO NEGRO,Bariloche,Villa Catedral,62021080, 131 , -   , -   , -   , -   , -   , -   , -   , 131 
RIO NEGRO,Bariloche,Villa Llao Llao,62021030, 191 , -   , -   , -   , -   , -   , -   , -   , 191 
RIO NEGRO,Bariloche,Villa Los Coihues,62021100, -   , -   , -   , -   , -   , 1 , -   , -   , 1 
RIO NEGRO,Bariloche,Villa Mascardi,62021110, -   , -   , -   , 4 , -   , -   , -   , -   , 4 
RIO NEGRO,Bariloche,El Foyel,62021040, -   , -   , -   , -   , -   , 3 , -   , -   , 3 
RIO NEGRO,Conesa,General Conesa,62028020, 76 , -   , -   , 8 , -   , 1 , -   , -   , 85 
RIO NEGRO,Conesa,OTROS,Sin Datos, -   , -   , -   , -   , -   , 1 , -   , -   , 1 
RIO NEGRO,El Cuy,El Cuy,62035030, 38 , -   , 5 , 1 , -   , 2 , -   , -   , 46 
RIO NEGRO,El Cuy,Las Perlas,62035040, -   , -   , -   , 208 , -   , 1 , -   , 144 , 353 
RIO NEGRO,El Cuy,Mencué,62035050, -   , -   , -   , -   , -   , 2 , -   , -   , 2 
RIO NEGRO,El Cuy,Valle Azul,62035080, -   , -   , -   , -   , -   , 1 , -   , 51 , 52 
RIO NEGRO,El Cuy,Aguada Guzmán,62035010, -   , -   , -   , -   , -   , 2 , -   , -   , 2 
RIO NEGRO,El Cuy,Naupa Huen,62035060, -   , -   , -   , 1 , -   , -   , -   , -   , 1 
RIO NEGRO,El Cuy,Cerro Policía,62035020, -   , -   , -   , 1 , -   , -   , -   , -   , 1 
RIO NEGRO,General Roca,Allen,62042010, 1.114 , -   , 16 , 2 , -   , 3 , -   , 782 , 1.917 
RIO NEGRO,General Roca,Barda del Medio,62042030, -   , -   , -   , -   , -   , 1 , -   , 260 , 261 
RIO NEGRO,General Roca,Barrio El Labrador,62042120, -   , -   , -   , -   , -   , -   , -   , 12 , 12 
RIO NEGRO,General Roca,Barrio Guerrico,62042160, 35 , -   , 3 , 893 , -   , -   , -   , -   , 931 
RIO NEGRO,General Roca,Catriel,62042360, 202 , -   , -   , 2.880 , -   , 2 , -   , 19 , 3.103 
RIO NEGRO,General Roca,Cervantes,62042370, -   , 1 , -   , -   , -   , 2 , -   , 257 , 260 
RIO NEGRO,General Roca,Chichinales,62042380, -   , -   , -   , 2 , -   , 1 , -   , 228 , 231 
RIO NEGRO,General Roca,Cinco Saltos,62042390, 1.418 , -   , 4 , 2.488 , 1 , 1 , -   , 1.220 , 5.132 
RIO NEGRO,General Roca,Cipolletti,62042400, 1 , 20.604 , 1 , 845 , 1 , 5 , -   , 743 , 22.200 
RIO NEGRO,General Roca,Contralmirante Cordero,62042410, -   , -   , -   , -   , -   , 1 , -   , 70 , 71 
RIO NEGRO,General Roca,General Enrique Godoy,62042430, -   , -   , -   , 2 , -   , 1 , -   , 284 , 287 
RIO NEGRO,General Roca,General Fernández Oro,62042440, 238 , -   , 2 , 2.470 , -   , 2 , -   , 689 , 3.401 
RIO NEGRO,General Roca,General Roca,62042450, 3.174 , 17.228 , 171 , 3.820 , -   , 8 , -   , 1.726 , 26.127 
RIO NEGRO,General Roca,Ingeniero Luis A. Huergo,62042460, 247 , -   , 2 , 5 , -   , 2 , -   , 411 , 667 
RIO NEGRO,General Roca,Mainqué,62042480, -   , -   , -   , -   , -   , 1 , -   , 92 , 93 
RIO NEGRO,General Roca,Peñas Blancas,62042265, -   , -   , -   , -   , -   , 2 , -   , -   , 2 
RIO NEGRO,General Roca,Sargento Vidal,62042520, -   , -   , -   , -   , -   , -   , -   , 23 , 23 
RIO NEGRO,General Roca,Villa Manzano,62042550, -   , -   , -   , -   , -   , 23 , -   , 357 , 380 
RIO NEGRO,General Roca,Villa Regina,62042560, 753 , -   , 5 , 133 , -   , 19 , -   , 426 , 1.336 
RIO NEGRO,General Roca,Villa San Isidro,62042570, -   , -   , -   , 44 , -   , -   , -   , 15 , 59 
RIO NEGRO,General Roca,Ferri,62042420, -   , -   , -   , -   , -   , -   , -   , 457 , 457 
RIO NEGRO,General Roca,Barrio Destacamento,62042115, -   , -   , -   , -   , -   , 1 , -   , -   , 1 
RIO NEGRO,Ñorquincó,Mamuel Choique,62056020, -   , -   , -   , 1 , -   , -   , -   , -   , 1 
RIO NEGRO,Ñorquincó,Ñorquincó,62056030, -   , -   , -   , -   , -   , 7 , -   , -   , 7 
RIO NEGRO,Ñorquincó,Río Chico (Est. Cerro Mesa),62056050, -   , -   , -   , -   , -   , 2 , -   , -   , 2 
RIO NEGRO,Pichi Mahuida,Colonia Juliá y Echarren,62063010, -   , 11 , -   , 1 , -   , 1 , -   , 22 , 35 
RIO NEGRO,Pichi Mahuida,Río Colorado,62063020, 605 , 2.729 , 5 , 1.720 , -   , 5 , -   , 868 , 5.932 
RIO NEGRO,Pichi Mahuida,Barrio Esperanza,62063005, -   , -   , -   , 1 , -   , -   , -   , -   , 1 
RIO NEGRO,Pichi Mahuida,Juventud Unida,62063013, -   , -   , -   , 1 , -   , -   , -   , -   , 1 
RIO NEGRO,Pichi Mahuida,Salto Andersen,62063060, -   , -   , -   , -   , -   , 1 , -   , -   , 1 
RIO NEGRO,Pilcaniyeu,Comallo,62070010, -   , -   , -   , 6 , -   , 2 , -   , 345 , 353 
RIO NEGRO,Pilcaniyeu,Dina Huapi,62070020, 354 , -   , 2 , 2 , 100 , 1 , -   , 16 , 475 
RIO NEGRO,Pilcaniyeu,Laguna Blanca,62070030, -   , -   , -   , -   , -   , 2 , -   , -   , 2 
RIO NEGRO,Pilcaniyeu,Pilcaniyeu,62070060, -   , -   , -   , -   , -   , 4 , -   , -   , 4 
RIO NEGRO,Pilcaniyeu,Pilquiniyeu del Limay,62070070, -   , -   , -   , 1 , -   , -   , -   , -   , 1 
RIO NEGRO,Pilcaniyeu,Paso Flores,62070030, -   , -   , -   , -   , -   , 2 , -   , -   , 2 
RIO NEGRO,Pilcaniyeu,Villa Llanquín,62070080, -   , -   , -   , -   , -   , 1 , -   , -   , 1 
RIO NEGRO,San Antonio,Las Grutas,62077010, 243 , -   , 2 , 2.826 , -   , 16 , -   , -   , 3.087 
RIO NEGRO,San Antonio,Playas Doradas,62077020, -   , -   , -   , -   , -   , -   , -   , 346 , 346 
RIO NEGRO,San Antonio,Puerto San Antonio Este,62077030, 1 , -   , -   , 1 , -   , 1 , -   , 65 , 68 
RIO NEGRO,San Antonio,Punta Colorada,62077040, -   , -   , -   , -   , -   , -   , -   , 5 , 5 
RIO NEGRO,San Antonio,San Antonio Oeste,62077050, 617 , -   , 4 , 3.395 , -   , 11 , -   , 570 , 4.597 
RIO NEGRO,San Antonio,Sierra Grande,62077060, 322 , -   , 1 , 447 , -   , 2 , -   , 1.512 , 2.284 
RIO NEGRO,San Antonio,Saco Viejo,62077045, -   , -   , -   , -   , -   , -   , -   , 39 , 39 
RIO NEGRO,Valcheta,Aguada Cecilio,62084010, -   , -   , -   , 1 , -   , 1 , -   , -   , 2 
RIO NEGRO,Valcheta,Arroyo Los Berros,62084020, -   , -   , -   , -   , -   , 2 , -   , -   , 2 
RIO NEGRO,Valcheta,Sierra Pailemán,62084050, -   , -   , -   , -   , -   , 2 , -   , -   , 2 
RIO NEGRO,Valcheta,Valcheta,62084060, -   , -   , -   , 1.061 , -   , 2 , -   , 198 , 1.261 
RIO NEGRO,Valcheta,Arroyo Ventana,62084030, -   , -   , -   , -   , -   , 1 , -   , -   , 1 
RIO NEGRO,Valcheta,Nahuel Niyeu,62084040, -   , -   , -   , 13 , -   , -   , -   , -   , 13 
SALTA,Anta,Apolinario Saravia,66007010, -   , 250 , -   , 541 , -   , 1 , -   , 6 , 798 
SALTA,Anta,Coronel Mollinedo,66007040, -   , -   , -   , -   , -   , 1 , -   , 1 , 2 
SALTA,Anta,El Quebrachal,66007060, -   , 1.178 , -   , 452 , -   , 3 , -   , 68 , 1.701 
SALTA,Anta,Gaona,66007070, -   , 458 , -   , 50 , 5 , 2 , -   , -   , 515 
SALTA,Anta,General Pizarro,66007080, -   , -   , -   , 50 , -   , 1 , -   , 1 , 52 
SALTA,Anta,Joaquín V. González,66007090, 489 , 4.754 , -   , 304 , -   , 3 , -   , -   , 5.550 
SALTA,Anta,Las Lajitas,66007100, -   , 648 , -   , 2 , 10 , 6 , -   , 27 , 693 
SALTA,Anta,Piquete Cabado,66007140, -   , -   , -   , -   , -   , 1 , -   , 6 , 7 
SALTA,Anta,Río del Valle,66007150, -   , -   , -   , -   , -   , 1 , -   , 4 , 5 
SALTA,Anta,Tolloche,66007160, -   , -   , -   , 4 , -   , -   , -   , -   , 4 
SALTA,Anta,Luis Burela,66007110, -   , -   , -   , -   , -   , -   , -   , 3 , 3 
SALTA,Anta,Coronel Olleros,66007050, -   , -   , -   , -   , -   , -   , -   , 2 , 2 
SALTA,Anta,Ceibalito,66007020, -   , -   , -   , 5 , -   , -   , -   , -   , 5 
SALTA,Cachi,Cachi,66014010, -   , -   , -   , 1 , -   , 1 , -   , 290 , 292 
SALTA,Cachi,Payogasta,66014020, -   , -   , -   , -   , -   , -   , -   , 30 , 30 
SALTA,Cafayate,Cafayate,66021010, 344 , -   , -   , 2 , -   , 1 , -   , 315 , 662 
SALTA,Cafayate,Tolombón,66021020, -   , -   , -   , -   , -   , -   , -   , 5 , 5 
SALTA,Capital,Atocha,66028010, -   , -   , -   , 55 , -   , -   , -   , 14 , 69 
SALTA,Capital,El Tipal - La Almudena,66028010, -   , -   , -   , -   , -   , 1 , -   , 70 , 71 
SALTA,Capital,La Ciénaga y Barrio San Rafael,66028030, -   , -   , -   , -   , -   , -   , -   , 46 , 46 
SALTA,Capital,Las Costas,66028040, -   , -   , -   , -   , -   , -   , -   , 49 , 49 
SALTA,Capital,OTROS,Sin Datos, -   , -   , -   , -   , -   , 1 , -   , -   , 1 
SALTA,Capital,Salta,66028050, 9.085 , 78.975 , 5 , 42.883 , 85 , 8 , -   , 7.016 , 138.057 
SALTA,Capital,Villa San Lorenzo,66028060, 174 , 2.201 , -   , 110 , 3 , 1 , -   , 120 , 2.609 
SALTA,Cerrillos,Cerrillos,66035010, 423 , 2.813 , -   , 603 , 80 , 2 , -   , 46 , 3.967 
SALTA,Cerrillos,La Merced,66035020, -   , -   , -   , 926 , 70 , 1 , -   , 42 , 1.039 
SALTA,Cerrillos,San Agustín,66035030, -   , -   , -   , 66 , 20 , 1 , -   , 82 , 169 
SALTA,Cerrillos,Barrio Los Pinares,66035030, 223 , -   , -   , 34 , -   , -   , -   , 41 , 298 
SALTA,Cerrillos,Barrio El Congreso,66035030, -   , -   , -   , 15 , -   , -   , -   , -   , 15 
SALTA,Cerrillos,Barrio Las Tunas,66035030, -   , -   , -   , 8 , -   , -   , -   , -   , 8 
SALTA,Chicoana,Barrio La Rotonda,66042005, -   , -   , -   , 160 , 10 , -   , -   , 2 , 172 
SALTA,Chicoana,Chicoana,66042010, 136 , -   , -   , 151 , 15 , 2 , -   , 15 , 319 
SALTA,Chicoana,El Carril,66042020, 164 , 198 , -   , 800 , 120 , 1 , -   , 114 , 1.397 
SALTA,Chicoana,Barrio Finca La Maroma,66042003, -   , -   , -   , 10 , -   , -   , -   , -   , 10 
SALTA,Chicoana,Barrio Santa Teresita,66042007, -   , -   , -   , 60 , -   , -   , -   , -   , 60 
